sentences|sentiments
giảng_viên giảng bài rất có hiệu_quả sinh_viên hiểu bài tốt|2
có_thể tăng_cường phần speaking và listening trong các giờ học|2
giáo_viên thực_hành và giáo_viên lý_thuyết không đồng_nhất tiêu_chí yêu_cầu của đồ_án và kiến_thức môn_học|0
dạy dễ hiểu vui_tính gần_gũi với sinh_viên|2
truyền_đạt hơi khó hiểu|0
học hết môn mà chẳng biết cái gì|0
dạy dễ hiểu và giáo_viên vui_tính|2
trang_thiết_bị còn kém loa chưa đủ rõ để nghe anh văn máy chiếu chưa nhìn rõ màu_sắc|0
thầy hướng_dẫn kỹ|2
bài_học còn tương_đối sơ_sài|0
thầy giảng bài dễ hiểu|2
chương_trình dạy chưa được cập_nhật|0
thời_gian học_hiệu_quả|2
thầy dạy nhàm_chán buồn_ngủ|0
không có ý_kiến gì thêm|1
áp_dụng nhiều ví_dụ trong cuộc_sống|2
kiểm_chứng phần_mềm là một môn_học khó nên thực_hành cần phải liên_hệ thường_xuyên với giáo_viên phải được gặp giáo_viên hướng_dẫn thường_xuyên|0
thầy rất nhiệt_tình giải_đáp những câu hỏi của sinh_viên và thấy luôn đưa ra bài tập với hướng_dẫn thực_hành đầy_đủ cho sinh_viên|2
số_lượng máy phòng thực_hành quá ít phải đến 2 3 người dùng chung một máy|0
tăng_cường hệ_thống thiết_bị phòng_học quạt ổ điện|0
nên đăng bài_tập thực_hành sớm hơn|0
dạy hay có tâm quyết với nghề nhiệt_tình|2
đầy_đủ chi_tiết|2
giảng_viên vào lớp toàn đọc báo bấm slide thời_lượng không được bảo_đảm tầm 9 h là đi họp hoài|0
khi giảng bài nói rất nhanh và khó nghe|0
nên thực_hành nói nhiều hơn và lên_lớp nên có những hoạt_động vui hơn|0
giảng_viên tận_tình hướng_dẫn|2
đặc_biệt là micro và máy chiếu còn trục_trặc nhiều|0
cô dạy tận_tình dễ hiểu sử_dụng thời_gian lên_lớp hợp_lý|2
điều_chỉnh chất_lượng doubledot với chương_trình học_tập hiên nay sinh_viên thương lắm vững kiến_thức khi gần đến cuối kỳ gây khó cho sinh_viên làm đồ_án thời_gian hạn_hẹp|0
quan_tâm sinh_viên bám sát đề_cương ôn_tập|2
nhiệt_tình hướng_dẫn cụ_thể|2
thầy không điểm_danh|1
cô dạy nhiệt_tình quan_tâm đến học_sinh|2
giờ lên_lớp đều_đặn giảng_viên tích_cực giải_đáp thắc_mắc của sinh_viên|2
hình_thức đánh_giá chấm điểm giữa các nhóm đánh_giá bản_thân nhóm khách_hàng|1
thầy quá nhiệt_tình nên lớp thường hay ra muộn|0
bên cạnh đó còn chia_sẻ với sinh_viên nhiều kinh_nghiệm quý_báu có_ích cho việc học và làm sau_này|2
thầy dạy rất hay luôn gắn liền với đời_sống thực giúp cho tụi em có cái nhìn chính_xác về một game|2
có chăng là thầy_cô làm những file hướng_dẫn cụ_thể để sinh_viên biết mình cần tìm gì|0
thầy vui_vẻ nhiệt_tình|2
về hạn nộp bài deadline trên moodle thầy nên cố_định một giờ_giấc nào đó|0
dạy dễ hiểu vui_vẻ tận_tình|2
thường_xuyên nghỉ không báo trước không báo lên_da hoặc báo với sinh_viên|0
không có ạ|1
thầy dạy tốt lập nhóm cho thuyết_trình tạo được không_khí học_tập tốt không nhàm_chán|2
chưa làm rõ được ứng_dụng vào thực_tế của nội_dung môn_học|0
đề_nghị_trường triển_khai hệ_thống user để quản_lý tốc_độ cũng như sinh_viên nào đang tải phim soft vdotv|0
lịch bù không rõ_ràng không ôn_tập dạy không kịp chương_trình đăng video cho sinh_viên xem lại|0
slide bài_giảng chưa được chuẩn hóa đa_phần sao_chép nhặt mỗi nơi một_ít|0
cho bài_tập về nhà để học_sinh làm thêm|0
thường_xuyên vào lớp muộn và dạy lố giờ|0
thầy_giáo vui_tính nhiệt_tình|2
rất nhiệt_tình khách_quan|2
bài thi cũng sử_dụng nửa tiếng việt nửa tiếng anh với câu hỏi và đáp_án khó hiểu không rõ_ràng|0
thầy <name> là một giảng_viên trẻ vì_vậy thầy rất hiểu tâm_lý sinh_viên và giúp_đỡ chúng_em rất nhiều|2
giảng_viên dễ_thương hiền_lành gần_gũi với sinh_viên thường_xuyên trợ_giúp sinh_viên một_cách rất nhiệt_tình giúp sinh_viên hiểu bài dễ hơn|2
không nên dạy theo phương_pháp như ở bậc phổ_thông mà nên chú_trọng vào rèn_luyện đầy_đủ các kỹ_năng chính của môn_học|0
giáo_viên nên bảo_đảm giờ lên_lớp để sinh_viên biết chính_xác học ngày nào|0
ngoài ra giảng_viên còn giúp các học_sinh tích_cực phát_biểu trong tiết học|2
kiến_thức chưa vững|0
tăng_cường cập_nhập kiến_thức mới|0
tiết dạy thầy rất sinh_động không_thể tin được thật là không_thể tin nổi quá là tuyệt_vời|2
thầy có các khái_niệm thực_tế và có kinh_nghiệm|2
giảng_viên chưa để_ý nhiều đến sinh_viên|0
phần hướng_dẫn thực_hành nên tập_trung vào bài_tập cần làm hơn là hướng_dẫn các ví_dụ khó hiểu và không liên_quan ví_dụ như cho input và output để sinh_viên có_thể hình_dung ra những công_việc cần làm|0
thầy nên up bài_giảng bài_tập lên courses để sinh_viên không cần phải đi xin tài_liệu ở những lớp khác|0
cần cân_bằng giữa lý_thuyết và thực_hành|0
thầy dạy hay và vui|2
giảng_viên tận_tình sử_dụng giờ dạy hợp_lý|2
dạy đến khi các bạn hiểu rõ thì hãy tiếp_tục|0
thầy thường_xuyên theo_dõi sinh_viên trong quá_trình thực_hành và giải_đáp thắc_mắc rất hợp_lý|2
thầy giảng tập_trung nhiều vào bài tập|2
cần có nhiều thiết_bị trực_quan hơn|0
nguyên_tắc phương_pháp giảng_dạy tốt|2
dạy liên_tục không ngừng nghỉ làm sinh_viên hơi ngán vì phải tập_trung liên_tục dẫn đến nhiều sinh_viên nản gục mặt xuống bàn ngủ|0
bài tập nhiều quá không phù_hợp lắm|0
có chỗ thầy dạy quá kỹ nhưng có chỗ thì lại chỉ nói sơ qua|1
có các ví_dụ thực_tiễn|2
thầy <name> giảng_dạy rất nhiệt_tình và đầy_đủ|2
thiếu linh_kiện|0
giảng_viên dạy dễ tiếp_thu slide dễ hiểu bài_tập mức_độ vừa phải giảng_viên giải bài_tập rất chi_tiết nhiệt_tình|2
hi_hi đồ ngốc|2
nội_dung môn_học rõ_ràng|2
tận_dụng tốt website môn_học để chia_sẻ tài_liệu thảo_luận|2
giảng_viên chưa truyền_đạt được bài_học một_cách dễ hiểu|0
thầy nói to quá|0
các bài_tập wireshark đều là của năm 2007 hết|0
buổi học buổi không hiệu_quả sinh_viên tới trường_học mà không thấy giáo_viên nghỉ không thông_báo mà nghỉ mấy nhiểu buổi như vậy vừa tốn thời_gian sinh_viên tốn công_sức tới trường không thấy giáo_viên đâu ngồi đợi cả buổi không có sinh_viên mới bỏ về|0
nên nêu ví_dụ cụ_thể dễ hiễu hơn|2
thầy ơi thầy chép ít lại dùm em|0
thầy nghiêm_túc|1
cô dạy dễ hiểu dạy kỹ tận_tình không_khí học_tập thoải_mái|2
giáo_viên giảng bài dễ hiểu|2
giảng_viên cần có phương_pháp giảng_dạy tốt hơn|0
phương_pháp giảng_dạy hay có nhiều thông_tin thực_tiễn|2
em rất hài_lòng thầy về mọi mặt|2
cô dạy dễ hiểu ít điểm_danh tạo cơ_hội tự học cho sinh_viên colonsmilesmile rất tận_tình giải_thích các thắc_mắc cho sinh_viên|2
lịch học thực_hành trùng với lịch học lý_thuyết|0
kiến_thức xã_hội|1
cô có_thể nói to hơn một_chút được không ạ|0
cô vui_tính học rất thoải_mái truyền_cảm_hứng|2
thầy giúp cho sinh_viên hiểu rõ vấn_đề để thực_hành đúng|2
sẽ tạo được nhiều hứng_thú hơn trong giờ học_đòi_hỏi nhiều kiến_thức chuyên_sâu này|0
cô dạy hay và nhiệt_tình|2
cô rất nhiệt_tình và gần_gũi với sinh_viên|2
nên có nhiều thiết_bị trực_quan hơn|0
giảng_viên thực_hiện giảng_dạy nghiêm_túc dễ hiểu dễ tiếp_thu có nhiều buổi làm bài tập sửa bài_tập để ôn_tập cho các kỳ kiểm_tra nghỉ bù đều có thông_báo|2
giảng_viên nên cho sinh_viên lựa_chọn các nền_tảng để phát_triển game chứ không nhất_thiết phải chọn nền_tảng directx trên c|0
giảng_viên không nhiệt_tình|0
thầy dạy ngắn_gọn súc_tích dễ hiểu|2
cần wifi mạnh ở dãy nhà cũ|0
cần giảng kỹ hơn chút nhưng cũng đừng quá chậm giảng_viên nên quan_niệm sinh_viên đã đọc sơ bài ở nhà rồi nên đi sâu vào những ý mới đặc_thù của từng phần|0
khó tiếp_thu|0
thầy vui_tính giảng bài dễ hiểu|2
học thì đơn_giản mà sao đề khó quá ạ|0
thầy dạy vui_vẻ nhiệt_tình hòa_đồng dễ hiểu|2
giảng_viên cần thay_đổi cách dạy tích_cực hơn thay_vì chỉ đọc chép|0
giảng_viên dạy có nhiều tiết học khá thú_vị và thực_tế|2
đúng giờ phương_pháp tốt|2
thầy dạy không có hứng thầy chỉ đọc những gì trên slide và kêu sinh_viên chép vào tập|0
thưa thầy dạy rất dễ hiểu và tốc_độ vừa phải|2
cô nhiệt_tình và vui_vẻ|2
cung_cấp tài_liệu đầy_đủ|2
chỉ bảo rõ_ràng|2
em đi học đầy_đủ nhưng không có máy để thực_hành|0
thầy dạy quá khô_khan chỉ ngồi một chỗ đọc slide không quan_tâm sinh_viên ở dưới làm gì slide đôi_khi còn mờ ngồi dưới không xem được|0
giảng_viên cần có tâm_huyết hơn nữa|0
khoảng 1 tiếng từ khi giảng_viên cho_phép kết_nối thì sinh_viên mới vào mạng được|0
thầy dạy cũng hay|2
thầy <name> rất nhiệt_tình giảng_dạy dễ hiểu|2
dạy theo đề_cương môn_học|1
thầy hay vắng trễ|0
em nghĩ môn thực_hành nên học liên_tục không cách tuần và 1 tuần 3 tiết|0
thầy dạy nhiệt_tình nhưng không đảm_bảo giờ lên_lớp thường_xuyên có giảng_viên dạy thế|0
thầy dạy dễ hiểu bài_tập vừa sức|2
cô lắng_nghe ý_kiến của sinh_viên hướng_dẫn nhẹ_nhàng tận_tình|2
thỉnh_thoảng có một_số máy không khởi_động được|0
truyền_đạt hay tận_tâm|2
bài giảng của cô khá hay có nhiều bài chúng em dễ mắc phải cô đều chỉ rõ ra cho chúng em|2
lên lớp đúng giờ dạy nhiệt_tình|2
máy_tính không được tốt lắm|0
cô dạy còn quá nhanh sinh_viên không kịp tiếp_thu kiến_thức|0
giảng_viên thực_hành có cũng như không|0
phương_pháp_học môn anh văn trên trường tốt với mọi người nhưng nó xung_khắc với phương_pháp em đang tự học nếu duy_trì lâu em có biến_cố|0
lớp_học vui|2
giảng_viên giảng_dạy nhiệt_tình chi_tiết slide bài_giảng đầy_đủ|2
cần có thêm nhiều bài tập|0
thầy diễn_đạt khó hiểu giọng nói khó nghe|0
nhiệt_tình trong việc giảng_dạy cho sinh_viên ngoài_ra thầy còn tạo nhiều động_lực ví_dụ cộng điểm quá_trình khi giơ tay làm bài tập|2
giảng_viên tận_tình chu_đáo|2
không hướng_dẫn tận_tình cho sinh_viên|0
giảng_viên dễ_tính hòa_đồng|2
bây_giờ vẫn chưa có điểm lớp it003dote21|0
phương_pháp của thầy hay|2
cô dễ_tính dạy dễ hiểu nhiệt_tình|2
nhẹ_nhàng và dễ hiểu|2
cô rất tận_tâm nhiệt_tình với sinh_viên|2
giảng_viên giảng_dạy nhiệt_tình khi có thắc_mắc đều được giải_đáp một_cách ưng_ý nhất|2
chất_lượng buổi học tốt|2
thầy dạy lý_thuyết kỹ|2
thầy rất tuyệt_vời|2
giáo_viên truyền_đạt tốt tạo nhiều cảm_hứng cho sinh_viên giúp nâng cao trình_độ ngoại_ngữ|2
cần cho nhiều bài_tập và tăng độ khó|0
vui_tính trình_độ chuyên_môn cao và thân_thiện|2
nói_chuyện hơi chậm không gây cảm_hứng tốt|0
phương_pháp dạy của thầy rất hiệu_quả|2
thầy giải_đáp thắc_mắc nhiệt_tình|2
vui_tính nhiệt_tình và quan_tâm đến sinh_viên|2
khả_năng truyền_đạt kiến_thức kém|0
cách đánh_giá quá_trình học_tập_hợp_lý lắng_nghe ý_kiến của sinh_viên|2
nên nhiệt_tình hơn|0
thảo_luận với sinh_viên qua moodle và facebook|2
cô truyền_đạt kiến_thức rất hiệu_quả|2
không hào_hứng vì giọng thầy trầm tự tìm_hiểu trên mạng rồi viết báo_cáo môn_học thôi|0
thầy dạy nhiệt_tình chất_lượng đồ_án tốt|2
nhưng mong cô giảm tải bớt phần đồ_án|0
giáo_viên thường_xuyên cho nghỉ học|0
thầy rất tận_tâm quan_tâm sinh_viên rất nhiều ngoài giờ trên lớp sinh_viên cũng có_thể hỏi thầy bất_kỳ khi nào thầy giúp_đỡ rất khoa_học và nhiệt_tình|2
không up slide moodle nên chỉ được đọc tài_liệu giấy|0
những môn liên_quan đến lập_trình em nghĩ nên lấy điểm đồ_án làm điểm cuối kỳ|0
theo bản_thân em thấy sinh_viên làm đồ_án kết_thúc môn_học đã đủ để đánh_giá không cần thi lý_thuyết cuối kỳ nó thật_sự không mang lại hiệu_quả|0
tôi thiết_nghĩ cùng tham_khảo source code như nhau mà lại có đứa đậu có đứa rớt mặt dù thầy_thừa biết code đó là lấy từ internet về chứ có phải tự code đâu thiết_nghĩ tại_sao thầy chỉ hỏi lý_thuyết những bạn kia mà lại căng xi_măng chặn từng đoạn code đối_với mình|0
giảng_viên cần giảng_giải chi_tiết hơn thay_vì để sinh_viên thuyết_trình|0
thầy giảng_dạy dễ hiểu|2
cô dễ_chịu|2
dạy sát chương_trình|2
cung_cấp bài_giảng tốt|2
theo em thầy nên sử_dụng website môn_học để cung_cấp tài_liệu cho sinh_viên|0
ân_cần giải_đáp thác mắc của sinh_viên|2
team 8 người mà có 2 người gánh hết cái trình_bày giữa kỳ và cuối kỳ cực_khổ lắm luôn thầy|0
thầy dạy kỹ các vấn_đề|2
nhất là môn anh văn vì số tiết trong buổi học là 4 nên khá căng_thẳng|0
thầy rất dễ_thương thân_thiện|2
thảo mai|2
nên thời_gian thực_hành được phân_công từ tiết 1 đến tiết 3 mỗi tuần là hơi ít|0
giảng_viên rất nhiệt_tình trình_bày bài_giảng hay dễ hiểu|2
môn_học rất hay|2
thầy dạy rất hay dễ hiểu thân_thiện với sinh_viên|2
khác với thầy <name> dạy lý_thuyết thầy rất nhiệt_tình trong việc giảng_dạy của mình|2
thầy dạy rất hay cho mỗi nhóm lên thuyết_trình hỏi đáp giúp cả lớp hiểu bài|2
thầy nhiệt_tình truyền_đạt kỹ và rõ giúp sinh_viên có hứng_thú học_tập|2
